time,initial_leaf_ratio,potential_leaf_area_increase,shoot_carbon,root_carbon,leaf_carbon,stem_carbon,nonstructural_carbon_mass,agefn,initial_seed_mass,seed_mass_export_limit,seed_mass_export_rate,seed_mass,initial_leaf_mass,active_leaf_mass,dropped_leaf_mass,total_leaf_mass,root_mass,leaf_mass,stem_mass,shoot_mass,total_mass,living_root_mass,living_leaf_mass,living_stem_mass,living_shoot_mass,living_total_mass,potential_carbon_demand,PD,leaf_area,green_leaf_area,green_leaf_ratio,LAI,actual_green_leaf_area,senescent_leaf_area,potential_leaf_area,dropped_leaf_area,leaves_initiated,leaves_appeared,leaves_growing,leaves_mature,leaves_dropped,leaves_fresh,primordia,shoot_to_root_ratio,root_to_shoot_ratio,leaf_to_stem_ratio,stem_to_leaf_ratio,C_to_CH2O_ratio,assimilation,dp,C_conc,carbon_reserve_from_seed,carbon_reserve,carbon_translocation,carbon_pool,nonstructural_carbon,carbon_supply,carbon_temperature_effect,carbon_growth_factor,carbon_translocating,carbon_translocation_rate,carbon_supply_rate,Rm,maintenance_respiration,carbon_available,Yg,total_carbon,water_supply,CO2_weight,C_weight,CH2O_weight,H2O_weight,CH2O_to_C_ratio,PD0,CDSF,CDCT,enable_cold_damage,CDM,CDS,leaf_width,LWP,evapotranspiration_supply,LAI_sunlit,LAI_shaded,Q_sun,Q_sh,A_gross,A_net,ET,gross_assimilation,net_assimilation,transpiration,vapor_pressure_deficit,conductance,SLA,LMA,DAP,date
2022-09-19T12:00:00.000+08:00,0.126,0.32524643213248505 cm²,0.03093187638768034 g d⁻¹,0.005458566421355354 g d⁻¹,0.021834265685421416 g d⁻¹,0.009097610702258924 g d⁻¹,0.01086636484721204 g,1.0,0.001 g,10.0 % d⁻¹,4.237066751432961e-5 g d⁻¹,0.0004330785564141636 g,0.000126 g,0.0 g,0.0 g,0.0 g,0.005269022479480254 g,0.021076089917921016 g,0.008781704132467087 g,0.030290872606802265 g,0.03555989508628252 g,0.005269022479480254 g,0.021076089917921016 g,0.008781704132467087 g,0.030290872606802265 g,0.03555989508628252 g,0.0016262321606624252 g,54.99999999986509 m⁻²,14.36353700024786 cm²,14.36353700024786 cm²,1.0,0.07899945350116945,14.36353700024786 cm²,0.0 cm²,337.67187602745736 cm²,323.3083390272095 cm²,10,3,2,1,0,3,5,0.7,0.30000000000000004,0.9,0.09999999999999998,2.500353851149392,0.06975937552333432 g d⁻¹,vegetative,0.45,4.767374776285101e-5 g d⁻¹,0.0006378768966460585 g,0.0 g d⁻¹,0.01158851384052839 g,0.012226390737174448 g,0.054421136450191816 g d⁻¹,0.978359858432,0.2 hr⁻¹,false,0.0 hr⁻¹,0.19567197168640002 hr⁻¹,0.039 d⁻¹,0.0024347895801408214 g d⁻¹,0.05198634687005099 g d⁻¹,0.7,0.036390442809035695 g d⁻¹,0.0 g hr⁻¹,44.0098 g mol⁻¹,12.0107 g mol⁻¹,30.031 g mol⁻¹,18.01528 g mol⁻¹,0.3999433918284439,55.0 m⁻²,0.9 K⁻¹,-15.0 °C,true,1.3992642753744502e-17 d⁻¹,0.9999999999975471,1.5 cm,0.0 MPa,0.0 mol m⁻² s⁻¹,0.07731940568846267,0.0016800478127067808,567.8166629624204 μmol m⁻² s⁻¹,235.3908771486741 μmol m⁻² s⁻¹,1.4787056668656802 μmol m⁻² s⁻¹,1.3870247844671764 μmol m⁻² s⁻¹,0.30267161924468244 mmol m⁻² s⁻¹,0.06975937552333432 g d⁻¹,0.06543424088237211 g d⁻¹,8.56571794365163 g d⁻¹,2.1414344439292545 kPa,0.2629311122085591 mol bar⁻¹ m⁻² s⁻¹,681.5086221488614 cm² g⁻¹,0.0014673328663794526 g cm⁻²,13 d,2022-09-19
2022-09-20T12:00:00.000+08:00,0.126,0.3163464950405954 cm²,0.036381112556339794 g d⁻¹,0.006420196333471728 g d⁻¹,0.025680785333886912 g d⁻¹,0.01070032722245288 g d⁻¹,0.014372776832195877 g,1.0,0.001 g,10.0 % d⁻¹,3.5228789289520476e-5 g d⁻¹,0.0004089365791350857 g,0.000126 g,0.0 g,0.0 g,0.0 g,0.008112516684128554 g,0.03245006673651422 g,0.013520861140214249 g,0.04637986445586355 g,0.0544923811399921 g,0.008112516684128554 g,0.03245006673651422 g,0.013520861140214249 g,0.04637986445586355 g,0.0544923811399921 g,0.0015817324752029772 g,54.99999999983845 m⁻²,19.36222336011979 cm²,19.36222336011979 cm²,1.0,0.10649222848034604,19.36222336011979 cm²,0.0 cm²,399.37499148606946 cm²,380.01276812594966 cm²,11,3,2,1,0,3,5,0.7,0.30000000000000004,0.9,0.09999999999999998,2.500353851149392,0.10016910619304713 g d⁻¹,vegetative,0.45,3.963799753712234e-5 g d⁻¹,0.0006650404652849051 g,0.0 g d⁻¹,0.015506622091556368 g,0.016171662556841274 g,0.06412098698465901 g d⁻¹,0.8614731742518736,0.2 hr⁻¹,false,0.0 hr⁻¹,0.17229463485037474 hr⁻¹,0.039 d⁻¹,0.0029762599992139774 g d⁻¹,0.061144726985445035 g d⁻¹,0.7,0.04280130888981152 g d⁻¹,0.0 g hr⁻¹,44.0098 g mol⁻¹,12.0107 g mol⁻¹,30.031 g mol⁻¹,18.01528 g mol⁻¹,0.3999433918284439,55.0 m⁻²,0.9 K⁻¹,-15.0 °C,true,2.633362345189454e-16 d⁻¹,0.9999999999970628,1.5 cm,0.0 MPa,0.0 mol m⁻² s⁻¹,0.1034322342713787,0.00305999420896734,635.4321307535425 μmol m⁻² s⁻¹,261.9025959853884 μmol m⁻² s⁻¹,2.1233077828070757 μmol m⁻² s⁻¹,2.018190396222708 μmol m⁻² s⁻¹,0.31862594981158077 mmol m⁻² s⁻¹,0.10016910619304713 g d⁻¹,0.09521009142148879 g d⁻¹,9.017231355970198 g d⁻¹,1.350896763486924 kPa,0.31954739982684305 mol bar⁻¹ m⁻² s⁻¹,596.6774588581225 cm² g⁻¹,0.0016759473399811794 g cm⁻²,14 d,2022-09-20
2022-09-21T12:00:00.000+08:00,0.126,0.2297265449785999 cm²,0.042039706713107645 g d⁻¹,0.007418771772901349 g d⁻¹,0.029675087091605396 g d⁻¹,0.01236461962150225 g d⁻¹,0.017812500633298124 g,1.0,0.001 g,10.0 % d⁻¹,3.2902509731753244e-5 g d⁻¹,0.0003861188628596965 g,0.000126 g,0.0 g,0.0 g,0.0 g,0.012072171897141474 g,0.048288687588565894 g,0.02012028649523579 g,0.06879509294666139 g,0.08086726484380287 g,0.012072171897141474 g,0.048288687588565894 g,0.02012028649523579 g,0.06879509294666139 g,0.08086726484380287 g,0.0011486327248929995 g,54.99999999980933 m⁻²,22.64421686250421 cm²,22.64421686250421 cm²,1.0,0.1245431927433414,22.64421686250421 cm²,0.0 cm²,399.37499148606946 cm²,376.73077462356525 cm²,11,3,1,2,0,3,5,0.7,0.30000000000000004,0.9,0.09999999999999998,2.500353851149392,0.1270870559620221 g d⁻¹,vegetative,0.45,3.702056261412131e-5 g d⁻¹,0.0006907140294285268 g,0.0 g d⁻¹,0.019351185521252052 g,0.02004189955068058 g,0.0791510757347671 g d⁻¹,0.8521342233339422,0.2 hr⁻¹,false,0.0 hr⁻¹,0.17042684466678845 hr⁻¹,0.039 d⁻¹,0.008496106469039949 g d⁻¹,0.07065496926572715 g d⁻¹,0.7,0.049458478486009 g d⁻¹,0.0 g hr⁻¹,44.0098 g mol⁻¹,12.0107 g mol⁻¹,30.031 g mol⁻¹,18.01528 g mol⁻¹,0.3999433918284439,55.0 m⁻²,0.9 K⁻¹,-15.0 °C,true,5.389226455547269e-20 d⁻¹,0.9999999999965333,1.5 cm,0.0 MPa,0.0 mol m⁻² s⁻¹,0.12034083791495272,0.0042023548283886825,1643.031994516306 μmol m⁻² s⁻¹,674.6790749180474 μmol m⁻² s⁻¹,2.693893808915581 μmol m⁻² s⁻¹,2.476690872607067 μmol m⁻² s⁻¹,0.7899752457202759 mmol m⁻² s⁻¹,0.1270870559620221 g d⁻¹,0.11684029655732703 g d⁻¹,22.356589475418797 g d⁻¹,3.3231101895079678 kPa,0.2717549250173055 mol bar⁻¹ m⁻² s⁻¹,468.9341954256394 cm² g⁻¹,0.0021324953687634697 g cm⁻²,15 d,2022-09-21
2022-09-22T12:00:00.000+08:00,0.126,0.40808733803783737 cm²,0.05414665442704541 g d⁻¹,0.009555291957713895 g d⁻¹,0.03822116783085558 g d⁻¹,0.015925486596189826 g d⁻¹,0.022315828477382553 g,1.0,0.001 g,10.0 % d⁻¹,3.197589976655871e-5 g d⁻¹,0.0003647922156194579 g,0.000126 g,0.0 g,0.0 g,0.0 g,0.016955441451812246 g,0.06782176580724898 g,0.028259069086353745 g,0.09644562710922219 g,0.11340106856103443 g,0.016955441451812246 g,0.06782176580724898 g,0.028259069086353745 g,0.09644562710922219 g,0.11340106856103443 g,0.0020404366901891867 g,54.999999999776634 m⁻²,29.767450393249415 cm²,29.767450393249415 cm²,1.0,0.16372097716220688,29.767450393249415 cm²,0.0 cm²,465.0021268804548 cm²,435.2346764872054 cm²,12,4,2,2,0,4,5,0.7,0.30000000000000004,0.9,0.09999999999999998,2.500353851149392,0.16838553390502614 g d⁻¹,vegetative,0.45,3.5977978856376906e-5 g d⁻¹,0.0007147099034801828 g,0.0 g d⁻¹,0.02439415055027555 g,0.025108860453755735 g,0.10263704710624502 g d⁻¹,0.8765510446065868,0.2 hr⁻¹,false,0.0 hr⁻¹,0.17531020892131738 hr⁻¹,0.039 d⁻¹,0.01163426655658887 g d⁻¹,0.09100278054965616 g d⁻¹,0.7,0.0637019463847593 g d⁻¹,0.0 g hr⁻¹,44.0098 g mol⁻¹,12.0107 g mol⁻¹,30.031 g mol⁻¹,18.01528 g mol⁻¹,0.3999433918284439,55.0 m⁻²,0.9 K⁻¹,-15.0 °C,true,7.338260752741899e-20 d⁻¹,0.9999999999959388,1.5 cm,0.0 MPa,0.0 mol m⁻² s⁻¹,0.1564572472443196,0.007263729917887263,1643.0435097696309 μmol m⁻² s⁻¹,669.4271900328628 μmol m⁻² s⁻¹,3.5693072269529926 μmol m⁻² s⁻¹,3.288886399077753 μmol m⁻² s⁻¹,1.0226410592647424 mmol m⁻² s⁻¹,0.16838553390502614 g d⁻¹,0.15515640908682696 g d⁻¹,28.941117416732812 g d⁻¹,3.2108430616443173 kPa,0.27706557080298055 mol bar⁻¹ m⁻² s⁻¹,438.907038749908 cm² g⁻¹,0.0022783867919917464 g cm⁻²,16 d,2022-09-22
2022-09-23T12:00:00.000+08:00,0.126,0.45433168295338766 cm²,0.06944812436563723 g d⁻¹,0.012255551358641864 g d⁻¹,0.04902220543456746 g d⁻¹,0.020425918931069775 g d⁻¹,0.026667088970157165 g,1.0,0.001 g,10.0 % d⁻¹,3.2233337362738136e-5 g d⁻¹,0.0003446396517027588 g,0.000126 g,0.0 g,0.0 g,0.0 g,0.022984382089477184 g,0.09193752835790873 g,0.03830730348246198 g,0.13058947149207348 g,0.15357385358155065 g,0.022984382089477184 g,0.09193752835790873 g,0.03830730348246198 g,0.13058947149207348 g,0.15357385358155065 g,0.0022716584147669384 g,54.99999999974373 m⁻²,36.86031940305756 cm²,36.86031940305756 cm²,1.0,0.20273175671587196,36.86031940305756 cm²,0.0 cm²,465.0021268804548 cm²,428.14180747739726 cm²,12,4,2,2,0,4,5,0.7,0.30000000000000004,0.9,0.09999999999999998,2.500353851149392,0.20996260604009534 g d⁻¹,vegetative,0.45,3.6267637144643947e-5 g d⁻¹,0.0007373847468400267 g,0.0 g d⁻¹,0.029267336625624148 g,0.030004721372464176 g,0.13139065300256816 g d⁻¹,0.9352765186328126,0.2 hr⁻¹,false,0.0 hr⁻¹,0.18705530372656254 hr⁻¹,0.039 d⁻¹,0.01467111625359802 g d⁻¹,0.11671953674897015 g d⁻¹,0.7,0.0817036757242791 g d⁻¹,0.0 g hr⁻¹,44.0098 g mol⁻¹,12.0107 g mol⁻¹,30.031 g mol⁻¹,18.01528 g mol⁻¹,0.3999433918284439,55.0 m⁻²,0.9 K⁻¹,-15.0 °C,true,1.8526494818451248e-19 d⁻¹,0.9999999999953405,1.5 cm,0.0 MPa,0.0 mol m⁻² s⁻¹,0.1915912935981347,0.011140463117737254,1643.5112209223944 μmol m⁻² s⁻¹,664.5745017897274 μmol m⁻² s⁻¹,4.450626070711282 μmol m⁻² s⁻¹,4.122699031266782 μmol m⁻² s⁻¹,1.2290069485957575 mmol m⁻² s⁻¹,0.20996260604009534 g d⁻¹,0.1944923295668852 g d⁻¹,34.78134784739121 g d⁻¹,3.0736024627414738 kPa,0.2765494408404622 mol bar⁻¹ m⁻² s⁻¹,400.92789159571447 cm² g⁻¹,0.002494214099248487 g cm⁻²,17 d,2022-09-23
2022-09-24T12:00:00.000+08:00,0.126,0.2532418864903181 cm²,0.033724877564516656 g d⁻¹,0.0059514489819735275 g d⁻¹,0.02380579592789411 g d⁻¹,0.009919081636622546 g d⁻¹,0.01899321220412027 g,0.98023336189546,0.001 g,10.0 % d⁻¹,2.137103675329801e-5 g d⁻¹,0.00032671930735033924 g,0.000126 g,0.0 g,0.0 g,0.0 g,0.029295119214025573 g,0.11718047685610229 g,0.04882519869004265 g,0.16633239485349527 g,0.19562751406752085 g,0.028716053194292573 g,0.1148642127771703 g,0.04786008865715431 g,0.16305102074167493 g,0.1917670739359675 g,0.0012662094324515905 g,54.99999999971118 m⁻²,45.52129314916488 cm²,44.62149022143466 cm²,0.98023336189546,0.24541819621660188,44.62149022143466 cm²,0.8998029277302299 cm²,465.0021268804548 cm²,420.3806366590201 cm²,12,5,3,2,0,5,5,0.7,0.30000000000000004,0.9,0.09999999999999998,2.500353851149392,0.07695414528441558 g d⁻¹,vegetative,0.45,2.4045819322123745e-5 g d⁻¹,0.0007575479877469994 g,0.0 g d⁻¹,0.020612840088374388 g,0.021370388076121388 g,0.06471871160957951 g d⁻¹,0.6541100042912973,0.2 hr⁻¹,false,0.0 hr⁻¹,0.13082200085825946 hr⁻¹,0.039 d⁻¹,0.008038245114593532 g d⁻¹,0.05668046649498598 g d⁻¹,0.7,0.039676326546490184 g d⁻¹,0.0 g hr⁻¹,44.0098 g mol⁻¹,12.0107 g mol⁻¹,30.031 g mol⁻¹,18.01528 g mol⁻¹,0.3999433918284439,55.0 m⁻²,0.9 K⁻¹,-15.0 °C,true,8.181507257188949e-15 d⁻¹,0.9999999999947488,1.5 cm,0.0 MPa,0.0 mol m⁻² s⁻¹,0.2290996124799615,0.016318583736640385,113.22667152576497 μmol m⁻² s⁻¹,45.41775389195163 μmol m⁻² s⁻¹,1.6312148706447127 μmol m⁻² s⁻¹,1.4333007992450506 μmol m⁻² s⁻¹,0.16915662621765676 mmol m⁻² s⁻¹,0.07695414528441558 g d⁻¹,0.06761735680951633 g d⁻¹,4.787194623995672 g d⁻¹,0.47685815268131754 kPa,0.1818921094734855 mol bar⁻¹ m⁻² s⁻¹,388.4716496337958 cm² g⁻¹,0.0025741904227571805 g cm⁻²,18 d,2022-09-24
2022-09-25T12:00:00.000+08:00,0.126,0.34880695145134766 cm²,0.04157680973547495 g d⁻¹,0.007337084070966168 g d⁻¹,0.02934833628386467 g d⁻¹,0.01222847345161028 g d⁻¹,0.019867340458520486 g,0.9367892298356564,0.001 g,10.0 % d⁻¹,2.3929290410334504e-5 g d⁻¹,0.0003110742069553268 g,0.000126 g,0.0 g,0.0 g,0.0 g,0.032504205339248644 g,0.13001682135699458 g,0.054173675565414435 g,0.18450157112936433 g,0.21700577646861297 g,0.030449589486174766 g,0.12179835794469906 g,0.0507493158102913 g,0.1728587479619457 g,0.20330833744812046 g,0.0017440347572567382 g,54.999999999678586 m⁻²,50.31281795470752 cm²,47.13250598265204 cm²,0.9367892298356564,0.25922878290307133,47.13250598265204 cm²,3.1803119720554767 cm²,534.2843476559844 cm²,487.1518416733324 cm²,13,5,2,3,0,5,5,0.7,0.30000000000000004,0.9,0.09999999999999998,2.500353851149392,0.21679331258210324 g d⁻¹,vegetative,0.45,2.6924262044738442e-5 g d⁻¹,0.0007751512169079293 g,0.0 g d⁻¹,0.021578770335493092 g,0.022353921552401023 g,0.0796771420596882 g d⁻¹,0.769247011655035,0.2 hr⁻¹,false,0.0 hr⁻¹,0.153849402331007 hr⁻¹,0.039 d⁻¹,0.009800150907629448 g d⁻¹,0.06987699115205875 g d⁻¹,0.7,0.04891389380644112 g d⁻¹,0.0 g hr⁻¹,44.0098 g mol⁻¹,12.0107 g mol⁻¹,30.031 g mol⁻¹,18.01528 g mol⁻¹,0.3999433918284439,55.0 m⁻²,0.9 K⁻¹,-15.0 °C,true,1.3318599113267863e-15 d⁻¹,0.9999999999941561,1.5 cm,0.0 MPa,0.0 mol m⁻² s⁻¹,0.24093241024033615,0.018296372662735177,471.4760657817717 μmol m⁻² s⁻¹,188.64457186838746 μmol m⁻² s⁻¹,4.595418141973201 μmol m⁻² s⁻¹,4.356204514716259 μmol m⁻² s⁻¹,0.4144075899700696 mmol m⁻² s⁻¹,0.21679331258210324 g d⁻¹,0.20550817746150568 g d⁻¹,11.727886936549812 g d⁻¹,0.6330733795820673 kPa,0.3460274938396586 mol bar⁻¹ m⁻² s⁻¹,386.9716043631059 cm² g⁻¹,0.0025841689383019253 g cm⁻²,19 d,2022-09-25
2022-09-26T12:00:00.000+08:00,0.126,0.6038530934330215 cm²,0.09292088960421035 g d⁻¹,0.016397804047801827 g d⁻¹,0.06559121619120731 g d⁻¹,0.027329673413003047 g d⁻¹,0.035298366602674984 g,0.9042745675026497,0.001 g,10.0 % d⁻¹,2.8055312668072082e-5 g d⁻¹,0.00029521626179584417 g,0.000126 g,0.0 g,0.0 g,0.0 g,0.0379797372583528 g,0.1519189490334112 g,0.06329956209725472 g,0.21551372739246177 g,0.25349346465081457 g,0.034344110483161244 g,0.13737644193264498 g,0.05724018413860213 g,0.19491184233304296 g,0.2292559528162042 g,0.0030192654671651075 g,54.99999999964765 m⁻²,58.08896023689651 cm²,52.528369394898206 cm²,0.9042745675026497,0.2889060316700893,52.528369394898206 cm²,5.560590841998309 cm²,534.2843476559844 cm²,481.7559782610862 cm²,13,5,2,3,0,5,5,0.7,0.30000000000000004,0.9,0.09999999999999998,2.500353851149392,0.29807064578655545 g d⁻¹,vegetative,0.45,3.156669408366646e-5 g d⁻¹,0.0007929939303208019 g,0.0 g d⁻¹,0.03892328916310586 g,0.03971628309342667 g,0.1775520154719752 g d⁻¹,0.9503308692213452,0.2 hr⁻¹,false,0.0 hr⁻¹,0.19006617384426905 hr⁻¹,0.039 d⁻¹,0.021382453111957765 g d⁻¹,0.15616956236001742 g d⁻¹,0.7,0.10931869365201219 g d⁻¹,0.0 g hr⁻¹,44.0098 g mol⁻¹,12.0107 g mol⁻¹,30.031 g mol⁻¹,18.01528 g mol⁻¹,0.3999433918284439,55.0 m⁻²,0.9 K⁻¹,-15.0 °C,true,2.5249386537480727e-19 d⁻¹,0.9999999999935937,1.5 cm,0.0 MPa,0.0 mol m⁻² s⁻¹,0.2661358472125125,0.022770184457576836,1653.1084407266283 μmol m⁻² s⁻¹,657.8860389977976 μmol m⁻² s⁻¹,6.318272629916495 μmol m⁻² s⁻¹,5.860333546629411 μmol m⁻² s⁻¹,1.7311075338994246 mmol m⁻² s⁻¹,0.29807064578655545 g d⁻¹,0.2764669249151298 g d⁻¹,48.9909787464553 g d⁻¹,3.054946058660907 kPa,0.2730775460434392 mol bar⁻¹ m⁻² s⁻¹,382.36810224458003 cm² g⁻¹,0.00261528091420229 g cm⁻²,20 d,2022-09-26
2022-09-27T12:00:00.000+08:00,0.126,0.5877478681263613 cm²,0.13783488448741343 g d⁻¹,0.02432380314483766 g d⁻¹,0.09729521257935064 g d⁻¹,0.04053967190806277 g d⁻¹,0.04791682496438273 g,0.9071085041336825,0.001 g,10.0 % d⁻¹,2.7868974001583327e-5 g d⁻¹,0.0002787647397073738 g,0.000126 g,0.0 g,0.0 g,0.0 g,0.048399183363666845 g,0.19359673345466738 g,0.08066530560611151 g,0.2745408038004863 g,0.3229399871641531 g,0.04390331082230765 g,0.1756132432892306 g,0.07317218470384616 g,0.24906419273278413 g,0.29296750355509177 g,0.0029387393406318063 g,54.99999999961567 m⁻²,70.60476088297047 cm²,64.04617902926768 cm²,0.9071085041336825,0.3522539846585107,64.04617902926768 cm²,6.558581853702791 cm²,606.9597543923276 cm²,542.9135753630599 cm²,14,6,3,3,1,5,5,0.7,0.30000000000000004,0.9,0.09999999999999998,2.500353851149392,0.38075940329790264 g d⁻¹,vegetative,0.45,3.135703341259852e-5 g d⁻¹,0.0008115045122958312 g,0.0 g d⁻¹,0.05310255351324974 g,0.053914058025545566 g,0.25482367989557586 g d⁻¹,0.999730957037037,0.2 hr⁻¹,false,0.0 hr⁻¹,0.1999461914074074 hr⁻¹,0.039 d⁻¹,0.023168411849502857 g d⁻¹,0.231655268046073 g d⁻¹,0.7,0.16215868763225108 g d⁻¹,0.0 g hr⁻¹,44.0098 g mol⁻¹,12.0107 g mol⁻¹,30.031 g mol⁻¹,18.01528 g mol⁻¹,0.3999433918284439,55.0 m⁻²,0.9 K⁻¹,-15.0 °C,true,2.1522884553193643e-18 d⁻¹,0.9999999999930121,1.5 cm,0.0 MPa,0.0 mol m⁻² s⁻¹,0.31855033926566056,0.033703645392850146,1650.0399525488697 μmol m⁻² s⁻¹,649.2871429269144 μmol m⁻² s⁻¹,8.071045406335639 μmol m⁻² s⁻¹,7.5783834210626395 μmol m⁻² s⁻¹,1.90636448230352 mmol m⁻² s⁻¹,0.38075940329790264 g d⁻¹,0.35751759581248627 g d⁻¹,53.95081472795984 g d⁻¹,2.4355874763231053 kPa,0.30570914715502073 mol bar⁻¹ m⁻² s⁻¹,364.70016628407257 cm² g⁻¹,0.002741978459151782 g cm⁻²,21 d,2022-09-27
2022-09-28T12:00:00.000+08:00,0.126,0.514879010669222 cm²,0.12309872975865896 g d⁻¹,0.02172330525152805 g d⁻¹,0.0868932210061122 g d⁻¹,0.03620550875254675 g d⁻¹,0.05480280678790164 g,0.9165693852703086,0.001 g,10.0 % d⁻¹,2.2248702228739297e-5 g d⁻¹,0.0002636353666140534 g,0.000126 g,0.0 g,0.0 g,0.0 g,0.06108559998336915 g,0.2443423999334766 g,0.10180933330561541 g,0.34641536860570604 g,0.4075009685890752 g,0.05598919082562463 g,0.22395676330249853 g,0.09331531804270787 g,0.31753571671182046 g,0.3735249075374451 g,0.0025743950533461102 g,54.999999999578904 m⁻²,78.61121334119449 cm²,72.05263148749171 cm²,0.9165693852703086,0.3962894731781703,72.05263148749171 cm²,6.558581853702791 cm²,606.9597543923276 cm²,534.9071229048359 cm²,14,6,2,4,1,5,5,0.7,0.30000000000000004,0.9,0.09999999999999998,2.500353851149392,0.39587965621630844 g d⁻¹,vegetative,0.45,2.5033332735316963e-5 g d⁻¹,0.0008285274661215427 g,0.0 g d⁻¹,0.06083335658654512 g,0.06166188405266666 g,0.2464245832237188 g d⁻¹,0.8439194829770348,0.2 hr⁻¹,false,0.0 hr⁻¹,0.16878389659540696 hr⁻¹,0.039 d⁻¹,0.0395359617805945 g d⁻¹,0.2068886214431243 g d⁻¹,0.7,0.144822035010187 g d⁻¹,0.0 g hr⁻¹,44.0098 g mol⁻¹,12.0107 g mol⁻¹,30.031 g mol⁻¹,18.01528 g mol⁻¹,0.3999433918284439,55.0 m⁻²,0.9 K⁻¹,-15.0 °C,true,4.890046730990595e-20 d⁻¹,0.9999999999923437,1.5 cm,0.0 MPa,0.0 mol m⁻² s⁻¹,0.35366549734409974,0.04262397583407057,1651.1204491244553 μmol m⁻² s⁻¹,644.7897096832398 μmol m⁻² s⁻¹,8.391552915278542 μmol m⁻² s⁻¹,7.700827019358436 μmol m⁻² s⁻¹,2.503039593442112 mmol m⁻² s⁻¹,0.39587965621630844 g d⁻¹,0.36329399144397634 g d⁻¹,70.83693942905359 g d⁻¹,3.441082089117821 kPa,0.2609981412674376 mol bar⁻¹ m⁻² s⁻¹,321.72563322041844 cm² g⁻¹,0.0031082385012041825 g cm⁻²,22 d,2022-09-28
